dep;semaine;sursaud_cl_age_corona;Nbre_pass_Corona;Nbre_pass_tot;Nbre_hospit_Corona;Nbre_acte_corona;Nbre_acte_tot
59;2020-S11;0;169;12621;35;24;5506
59;2020-S11;A;22;3557;2;4;2040
59;2020-S11;B;77;4801;4;16;2691
59;2020-S11;C;32;2091;6;4;563
59;2020-S11;D;22;822;9;0;91
59;2020-S11;E;16;1347;14;0;110
60;2020-S10;0;0;1223;0;;
60;2020-S10;A;0;116;0;;
60;2020-S10;B;0;537;0;;
60;2020-S10;C;0;283;0;;
60;2020-S10;D;0;112;0;;
60;2020-S10;E;0;175;0;;
60;2020-S11;0;0;1012;0;;
60;2020-S11;A;0;50;0;;
60;2020-S11;B;0;472;0;;
60;2020-S11;C;0;234;0;;
60;2020-S11;D;0;90;0;;
60;2020-S11;E;0;166;0;;
61;2020-S10;0;0;1561;0;;
61;2020-S10;A;0;331;0;;
61;2020-S10;B;0;521;0;;
61;2020-S10;C;0;290;0;;
61;2020-S10;D;0;138;0;;
61;2020-S10;E;0;281;0;;
61;2020-S11;0;0;1473;0;;
61;2020-S11;A;0;338;0;;
61;2020-S11;B;0;482;0;;
61;2020-S11;C;0;275;0;;
61;2020-S11;D;0;135;0;;
61;2020-S11;E;0;243;0;;
62;2020-S10;0;1;3480;0;;
62;2020-S10;A;0;902;0;;
62;2020-S10;B;0;1256;0;;
62;2020-S10;C;1;623;0;;
62;2020-S10;D;0;262;0;;
62;2020-S10;E;0;437;0;;
62;2020-S11;0;12;2396;2;;
62;2020-S11;A;3;584;0;;
62;2020-S11;B;1;920;1;;
62;2020-S11;C;2;424;0;;
62;2020-S11;D;1;181;1;;
62;2020-S11;E;5;287;0;;
63;2020-S10;0;0;1221;0;0;937
63;2020-S10;A;0;385;0;0;194
63;2020-S10;B;0;439;0;0;396
63;2020-S10;C;0;172;0;0;170
63;2020-S10;D;0;84;0;0;56
63;2020-S10;E;0;141;0;0;121
63;2020-S11;0;0;1102;0;0;888
63;2020-S11;A;0;385;0;0;176
63;2020-S11;B;0;395;0;0;446
63;2020-S11;C;0;139;0;0;110
63;2020-S11;D;0;74;0;0;53
63;2020-S11;E;0;109;0;0;103
64;2020-S10;0;44;3067;4;5;2420
64;2020-S10;A;6;589;0;1;597
64;2020-S10;B;18;1003;0;3;1030
64;2020-S10;C;15;577;2;0;403
64;2020-S10;D;3;289;0;0;130
64;2020-S10;E;2;609;2;1;258
64;2020-S11;0;92;2976;7;64;2594
64;2020-S11;A;21;678;0;16;722
64;2020-S11;B;39;1009;1;31;1106
64;2020-S11;C;25;549;1;10;419
64;2020-S11;D;2;252;0;4;115
64;2020-S11;E;5;488;5;3;232
65;2020-S10;0;0;850;0;;
65;2020-S10;A;0;121;0;;
65;2020-S10;B;0;297;0;;
65;2020-S10;C;0;206;0;;
65;2020-S10;D;0;98;0;;
65;2020-S10;E;0;128;0;;
65;2020-S11;0;0;762;0;;
65;2020-S11;A;0;111;0;;
65;2020-S11;B;0;256;0;;
65;2020-S11;C;0;195;0;;
65;2020-S11;D;0;73;0;;
65;2020-S11;E;0;127;0;;
66;2020-S10;0;9;2748;0;0;926
66;2020-S10;A;0;623;0;0;404
66;2020-S10;B;4;924;0;0;283
66;2020-S10;C;3;553;0;0;117
66;2020-S10;D;1;280;0;0;33
66;2020-S10;E;1;368;0;0;89
66;2020-S11;0;8;2470;4;2;1082
66;2020-S11;A;1;624;0;0;433
66;2020-S11;B;3;822;1;2;382
66;2020-S11;C;2;476;1;0;127
66;2020-S11;D;1;210;1;0;43
66;2020-S11;E;1;338;1;0;97
67;2020-S10;0;23;3624;5;20;2407
67;2020-S10;A;5;797;1;6;745
67;2020-S10;B;10;1321;0;8;1027
67;2020-S10;C;6;653;3;4;322
67;2020-S10;D;0;301;0;0;105
67;2020-S10;E;2;552;1;2;189
67;2020-S11;0;99;3049;36;94;2729
67;2020-S11;A;22;746;1;7;789
67;2020-S11;B;35;1024;7;54;1191
67;2020-S11;C;21;587;10;24;415
67;2020-S11;D;9;243;8;6;116
67;2020-S11;E;12;449;10;3;201
68;2020-S10;0;57;3073;44;68;944
68;2020-S10;A;0;750;0;18;294
68;2020-S10;B;13;979;4;28;447
68;2020-S10;C;17;598;16;15;125
68;2020-S10;D;11;307;9;4;32
68;2020-S10;E;16;439;15;3;44
68;2020-S11;0;238;2528;162;144;924
68;2020-S11;A;2;501;2;20;197
68;2020-S11;B;37;686;10;66;424
68;2020-S11;C;71;546;42;36;170
68;2020-S11;D;57;300;48;8;59
68;2020-S11;E;71;495;60;14;73
69;2020-S10;0;31;8409;24;3;2394
69;2020-S10;A;0;1807;0;0;560
69;2020-S10;B;7;3429;3;0;1080
69;2020-S10;C;2;1459;2;2;288
69;2020-S10;D;9;603;7;0;107
69;2020-S10;E;13;1111;12;1;339
69;2020-S11;0;243;8298;109;158;2463
69;2020-S11;A;4;1948;2;27;553
69;2020-S11;B;112;3481;20;83;1242
69;2020-S11;C;55;1440;24;28;317
69;2020-S11;D;27;518;21;11;88
69;2020-S11;E;45;911;42;8;240
70;2020-S10;0;0;1008;0;;
70;2020-S10;A;0;143;0;;
70;2020-S10;B;0;349;0;;
70;2020-S10;C;0;234;0;;
70;2020-S10;D;0;104;0;;
70;2020-S10;E;0;178;0;;
70;2020-S11;0;42;916;8;;
70;2020-S11;A;1;119;0;;
70;2020-S11;B;19;330;1;;
70;2020-S11;C;13;219;0;;
70;2020-S11;D;1;84;0;;
70;2020-S11;E;8;164;7;;
71;2020-S10;0;96;2917;50;;
71;2020-S10;A;2;554;0;;
71;2020-S10;B;32;1026;8;;
71;2020-S10;C;31;581;12;;
71;2020-S10;D;7;233;6;;
71;2020-S10;E;24;523;24;;
71;2020-S11;0;183;2563;68;;
71;2020-S11;A;9;454;1;;
71;2020-S11;B;61;929;5;;
71;2020-S11;C;48;495;14;;
71;2020-S11;D;23;247;13;;
71;2020-S11;E;42;438;35;;
72;2020-S10;0;55;2467;53;;
72;2020-S10;A;6;547;6;;
72;2020-S10;B;18;831;17;;
72;2020-S10;C;19;452;18;;
72;2020-S10;D;3;226;3;;
72;2020-S10;E;9;411;9;;
72;2020-S11;0;53;2160;36;;
72;2020-S11;A;0;564;0;;
72;2020-S11;B;17;730;7;;
72;2020-S11;C;8;354;3;;
72;2020-S11;D;9;158;9;;
72;2020-S11;E;19;354;17;;
73;2020-S10;0;0;1719;0;3;1046
73;2020-S10;A;0;269;0;0;273
73;2020-S10;B;0;711;0;1;505
73;2020-S10;C;0;418;0;1;163
73;2020-S10;D;0;149;0;0;43
73;2020-S10;E;0;172;0;1;62
73;2020-S11;0;0;1704;0;20;984
73;2020-S11;A;0;224;0;2;277
73;2020-S11;B;0;732;0;9;456
73;2020-S11;C;0;418;0;6;146
73;2020-S11;D;0;170;0;0;34
73;2020-S11;E;0;160;0;3;71
74;2020-S10;0;1;5067;0;4;1173
74;2020-S10;A;0;928;0;0;347
74;2020-S10;B;1;2161;0;3;517
74;2020-S10;C;0;991;0;1;162
74;2020-S10;D;0;409;0;0;52
74;2020-S10;E;0;578;0;0;95
74;2020-S11;0;16;4719;1;37;1164
74;2020-S11;A;1;898;0;3;301
74;2020-S11;B;10;2031;0;26;560
74;2020-S11;C;2;944;1;6;184
74;2020-S11;D;1;370;0;2;62
74;2020-S11;E;2;476;0;0;57
75;2020-S10;0;58;9662;34;43;8074
75;2020-S10;A;0;1982;0;11;2190
75;2020-S10;B;20;4134;2;22;3479
75;2020-S10;C;13;1906;8;7;1304
75;2020-S10;D;10;651;10;2;353
75;2020-S10;E;14;988;13;1;608
75;2020-S11;0;601;9914;124;320;8073
75;2020-S11;A;3;1803;2;37;1997
75;2020-S11;B;338;4570;18;179;3567
75;2020-S11;C;162;1985;40;70;1467
75;2020-S11;D;56;664;30;16;349
75;2020-S11;E;42;892;34;11;521
76;2020-S10;0;1;6957;1;0;841
76;2020-S10;A;0;1872;0;0;273
76;2020-S10;B;1;2596;1;0;436
76;2020-S10;C;0;1171;0;0;96
76;2020-S10;D;0;498;0;0;4
76;2020-S10;E;0;820;0;0;32
76;2020-S11;0;21;6602;5;5;841
76;2020-S11;A;0;1909;0;0;277
76;2020-S11;B;16;2384;1;5;407
76;2020-S11;C;2;1122;2;0;104
76;2020-S11;D;1;462;1;0;16
76;2020-S11;E;2;725;1;0;37
77;2020-S10;0;82;4154;6;2;2154
77;2020-S10;A;6;948;0;1;913
77;2020-S10;B;46;1783;4;0;895
77;2020-S10;C;26;767;0;1;243
77;2020-S10;D;3;273;1;0;45
77;2020-S10;E;1;383;1;0;57
77;2020-S11;0;218;4139;33;58;2297
77;2020-S11;A;3;868;1;3;917
77;2020-S11;B;132;1889;13;39;929
77;2020-S11;C;72;804;13;13;339
77;2020-S11;D;7;247;3;3;63
77;2020-S11;E;4;331;3;0;49
78;2020-S10;0;18;6001;9;3;1412
78;2020-S10;A;0;1417;0;0;581
78;2020-S10;B;7;2414;0;2;522
78;2020-S10;C;3;1132;1;1;180
78;2020-S10;D;3;347;3;0;50
78;2020-S10;E;5;691;5;0;79
78;2020-S11;0;125;5893;16;82;1473
78;2020-S11;A;1;1442;0;23;569
78;2020-S11;B;71;2405;3;34;579
78;2020-S11;C;31;1084;4;16;197
78;2020-S11;D;12;357;5;6;60
78;2020-S11;E;10;604;4;3;68
79;2020-S10;0;1;1580;0;;
79;2020-S10;A;1;233;0;;
79;2020-S10;B;0;588;0;;
79;2020-S10;C;0;369;0;;
79;2020-S10;D;0;146;0;;
79;2020-S10;E;0;244;0;;
79;2020-S11;0;15;1657;0;;
79;2020-S11;A;0;333;0;;
79;2020-S11;B;10;612;0;;
79;2020-S11;C;4;334;0;;
79;2020-S11;D;1;123;0;;
79;2020-S11;E;0;255;0;;
80;2020-S10;0;4;2836;0;0;2128
80;2020-S10;A;0;710;0;0;616
80;2020-S10;B;3;973;0;0;1053
80;2020-S10;C;1;491;0;0;279
80;2020-S10;D;0;248;0;0;74
80;2020-S10;E;0;414;0;0;105
80;2020-S11;0;59;2607;27;34;2207
80;2020-S11;A;3;664;2;4;660
80;2020-S11;B;30;902;8;18;1106
80;2020-S11;C;18;464;9;9;295
80;2020-S11;D;3;194;3;2;61
80;2020-S11;E;5;383;5;1;84
81;2020-S10;0;2;2114;0;;
81;2020-S10;A;0;443;0;;
81;2020-S10;B;0;794;0;;
81;2020-S10;C;0;387;0;;
81;2020-S10;D;2;194;0;;
81;2020-S10;E;0;296;0;;
81;2020-S11;0;55;1839;9;;
81;2020-S11;A;6;380;1;;
81;2020-S11;B;30;691;2;;
81;2020-S11;C;12;330;1;;
81;2020-S11;D;1;160;0;;
81;2020-S11;E;6;278;5;;
82;2020-S10;0;6;1061;0;;
82;2020-S10;A;2;220;0;;
82;2020-S10;B;0;394;0;;
82;2020-S10;C;2;219;0;;
82;2020-S10;D;0;63;0;;
82;2020-S10;E;2;165;0;;
82;2020-S11;0;49;1008;14;;
82;2020-S11;A;5;232;2;;
82;2020-S11;B;23;364;2;;
82;2020-S11;C;13;180;3;;
82;2020-S11;D;4;92;3;;
82;2020-S11;E;4;140;4;;
83;2020-S10;0;4;4731;4;2;4016
83;2020-S10;A;0;986;0;1;1314
83;2020-S10;B;0;1494;0;1;1399
83;2020-S10;C;0;880;0;0;594
83;2020-S10;D;2;447;2;0;250
83;2020-S10;E;2;924;2;0;436
83;2020-S11;0;40;4504;19;126;3935
83;2020-S11;A;6;1005;1;24;1354
83;2020-S11;B;11;1473;5;72;1419
83;2020-S11;C;11;854;4;25;584
83;2020-S11;D;5;411;2;3;195
83;2020-S11;E;7;761;7;0;350
84;2020-S10;0;2;3579;2;0;364
84;2020-S10;A;0;816;0;0;108
84;2020-S10;B;1;1231;1;0;145
84;2020-S10;C;1;648;1;0;62
84;2020-S10;D;0;348;0;0;18
84;2020-S10;E;0;536;0;0;31
84;2020-S11;0;20;3268;12;5;170
84;2020-S11;A;2;771;2;2;38
84;2020-S11;B;9;1085;4;2;73
84;2020-S11;C;3;610;1;1;27
84;2020-S11;D;2;309;1;0;6
84;2020-S11;E;4;493;4;0;26
85;2020-S10;0;27;2575;1;;
85;2020-S10;A;4;481;0;;
85;2020-S10;B;17;900;1;;
85;2020-S10;C;5;510;0;;
85;2020-S10;D;1;274;0;;
85;2020-S10;E;0;410;0;;
85;2020-S11;0;53;2459;5;;
85;2020-S11;A;7;510;0;;
85;2020-S11;B;36;844;2;;
85;2020-S11;C;5;456;0;;
85;2020-S11;D;4;235;3;;
85;2020-S11;E;1;414;0;;
86;2020-S10;0;1;1612;1;;
86;2020-S10;A;0;320;0;;
86;2020-S10;B;1;603;1;;
86;2020-S10;C;0;276;0;;
86;2020-S10;D;0;151;0;;
86;2020-S10;E;0;262;0;;
86;2020-S11;0;1;1599;0;;
86;2020-S11;A;0;367;0;;
86;2020-S11;B;0;598;0;;
86;2020-S11;C;0;281;0;;
86;2020-S11;D;0;129;0;;
86;2020-S11;E;1;224;0;;
87;2020-S10;0;2;2036;1;0;1490
87;2020-S10;A;0;410;0;0;351
87;2020-S10;B;0;627;0;0;694
87;2020-S10;C;1;422;0;0;216
87;2020-S10;D;1;214;1;0;70
87;2020-S10;E;0;363;0;0;159
87;2020-S11;0;1;1851;0;3;1476
87;2020-S11;A;0;427;0;0;326
87;2020-S11;B;0;567;0;1;771
87;2020-S11;C;1;396;0;2;221
87;2020-S11;D;0;178;0;0;54
87;2020-S11;E;0;283;0;0;103
88;2020-S10;0;46;2037;10;;
88;2020-S10;A;0;465;0;;
88;2020-S10;B;14;620;0;;
88;2020-S10;C;23;414;5;;
88;2020-S10;D;3;172;1;;
88;2020-S10;E;6;366;4;;
88;2020-S11;0;158;2002;44;;
88;2020-S11;A;3;401;0;;
88;2020-S11;B;64;644;1;;
88;2020-S11;C;39;411;7;;
88;2020-S11;D;20;202;12;;
88;2020-S11;E;32;344;24;;
89;2020-S10;0;18;2469;4;2;671
89;2020-S10;A;0;556;0;0;179
89;2020-S10;B;12;827;3;0;259
89;2020-S10;C;2;507;0;2;133
89;2020-S10;D;2;192;1;0;52
89;2020-S10;E;2;386;0;0;47
89;2020-S11;0;58;2204;5;15;598
89;2020-S11;A;3;512;0;3;173
89;2020-S11;B;35;799;0;7;269
89;2020-S11;C;12;400;1;4;99
89;2020-S11;D;4;177;1;1;28
89;2020-S11;E;4;316;3;0;29
90;2020-S10;0;10;1015;2;;
90;2020-S10;A;3;41;0;;
90;2020-S10;B;5;354;1;;
90;2020-S10;C;2;248;1;;
90;2020-S10;D;0;133;0;;
90;2020-S10;E;0;239;0;;
90;2020-S11;0;11;972;7;;
90;2020-S11;A;0;69;0;;
90;2020-S11;B;2;347;1;;
90;2020-S11;C;4;244;1;;
90;2020-S11;D;1;108;1;;
90;2020-S11;E;4;204;4;;
91;2020-S10;0;22;4365;4;1;1175
91;2020-S10;A;0;768;0;0;526
91;2020-S10;B;12;2001;1;1;370
91;2020-S10;C;5;867;0;0;157
91;2020-S10;D;2;302;1;0;45
91;2020-S10;E;3;427;2;0;77
91;2020-S11;0;145;4127;36;6;1080
91;2020-S11;A;1;692;0;0;443
91;2020-S11;B;68;1925;8;3;359
91;2020-S11;C;40;864;13;2;171
91;2020-S11;D;4;247;1;0;35
91;2020-S11;E;32;398;14;1;72
92;2020-S10;0;21;6574;13;;
92;2020-S10;A;5;2132;5;;
92;2020-S10;B;7;2487;2;;
92;2020-S10;C;2;1019;1;;
92;2020-S10;D;3;347;2;;
92;2020-S10;E;4;589;3;;
92;2020-S11;0;162;6243;49;;
92;2020-S11;A;1;1900;1;;
92;2020-S11;B;80;2396;14;;
92;2020-S11;C;45;1085;13;;
92;2020-S11;D;14;336;6;;
92;2020-S11;E;22;526;15;;
93;2020-S10;0;12;6899;6;;
93;2020-S10;A;1;1848;0;;
93;2020-S10;B;3;2994;0;;
93;2020-S10;C;6;1236;5;;
93;2020-S10;D;0;400;0;;
93;2020-S10;E;2;421;1;;
93;2020-S11;0;67;6815;14;;
93;2020-S11;A;4;1665;0;;
93;2020-S11;B;33;3180;5;;
93;2020-S11;C;20;1265;4;;
93;2020-S11;D;3;335;1;;
93;2020-S11;E;7;370;4;;
94;2020-S10;0;38;6683;20;;
94;2020-S10;A;0;1360;0;;
94;2020-S10;B;19;2920;6;;
94;2020-S10;C;6;1285;3;;
94;2020-S10;D;2;425;1;;
94;2020-S10;E;11;693;10;;
94;2020-S11;0;399;6458;125;;
94;2020-S11;A;0;1208;0;;
94;2020-S11;B;216;2887;28;;
94;2020-S11;C;109;1337;42;;
94;2020-S11;D;27;420;16;;
94;2020-S11;E;47;606;39;;
95;2020-S10;0;14;6008;2;16;2573
95;2020-S10;A;0;1794;0;2;1109
95;2020-S10;B;11;2349;0;10;980
95;2020-S10;C;2;1023;1;3;334
95;2020-S10;D;0;303;0;1;63
95;2020-S10;E;1;539;1;0;85
95;2020-S11;0;387;6550;133;119;2244
95;2020-S11;A;6;1941;3;16;883
95;2020-S11;B;188;2609;28;73;941
95;2020-S11;C;125;1087;45;26;297
95;2020-S11;D;33;358;25;3;52
95;2020-S11;E;35;554;32;1;71
971;2020-S10;0;0;1745;0;;
971;2020-S10;A;0;476;0;;
971;2020-S10;B;0;597;0;;
971;2020-S10;C;0;341;0;;
971;2020-S10;D;0;148;0;;
971;2020-S10;E;0;183;0;;
971;2020-S11;0;0;1744;0;;
971;2020-S11;A;0;505;0;;
971;2020-S11;B;0;606;0;;
971;2020-S11;C;0;336;0;;
971;2020-S11;D;0;124;0;;
971;2020-S11;E;0;173;0;;
972;2020-S10;0;;;;0;1014
972;2020-S10;A;;;;0;217
972;2020-S10;B;;;;0;391
972;2020-S10;C;;;;0;196
972;2020-S10;D;;;;0;72
972;2020-S10;E;;;;0;138
972;2020-S11;0;;;;0;977
972;2020-S11;A;;;;0;268
972;2020-S11;B;;;;0;284
972;2020-S11;C;;;;0;198
972;2020-S11;D;;;;0;82
972;2020-S11;E;;;;0;145
973;2020-S10;0;1;2019;0;;
973;2020-S10;A;0;691;0;;
973;2020-S10;B;1;848;0;;
973;2020-S10;C;0;359;0;;
973;2020-S10;D;0;61;0;;
973;2020-S10;E;0;60;0;;
973;2020-S11;0;0;1870;0;;
973;2020-S11;A;0;617;0;;
973;2020-S11;B;0;817;0;;
973;2020-S11;C;0;317;0;;
973;2020-S11;D;0;63;0;;
973;2020-S11;E;0;56;0;;
974;2020-S10;0;5;3654;5;;
974;2020-S10;A;1;944;1;;
974;2020-S10;B;2;1301;2;;
974;2020-S10;C;2;809;2;;
974;2020-S10;D;0;288;0;;
974;2020-S10;E;0;312;0;;
974;2020-S11;0;51;3408;48;;
974;2020-S11;A;4;870;4;;
974;2020-S11;B;21;1186;19;;
974;2020-S11;C;17;739;16;;
974;2020-S11;D;7;260;7;;
974;2020-S11;E;2;353;2;;
975;2020-S10;0;;;;;
975;2020-S10;A;;;;;
975;2020-S10;B;;;;;
975;2020-S10;C;;;;;
975;2020-S10;D;;;;;
975;2020-S10;E;;;;;
975;2020-S11;0;;;;;
975;2020-S11;A;;;;;
975;2020-S11;B;;;;;
975;2020-S11;C;;;;;
975;2020-S11;D;;;;;
975;2020-S11;E;;;;;
976;2020-S10;0;0;892;0;;
976;2020-S10;A;0;350;0;;
976;2020-S10;B;0;360;0;;
976;2020-S10;C;0;133;0;;
976;2020-S10;D;0;29;0;;
976;2020-S10;E;0;20;0;;
976;2020-S11;0;0;874;0;;
976;2020-S11;A;0;335;0;;
976;2020-S11;B;0;365;0;;
976;2020-S11;C;0;117;0;;
976;2020-S11;D;0;32;0;;
976;2020-S11;E;0;25;0;;
977;2020-S10;0;0;159;0;;
977;2020-S10;A;0;15;0;;
977;2020-S10;B;0;84;0;;
977;2020-S10;C;0;53;0;;
977;2020-S10;D;0;2;0;;
977;2020-S10;E;0;5;0;;
977;2020-S11;0;0;176;0;;
977;2020-S11;A;0;15;0;;
977;2020-S11;B;0;86;0;;
977;2020-S11;C;0;49;0;;
977;2020-S11;D;0;12;0;;
977;2020-S11;E;0;14;0;;
978;2020-S10;0;0;203;0;;
978;2020-S10;A;0;44;0;;
978;2020-S10;B;0;95;0;;
978;2020-S10;C;0;41;0;;
978;2020-S10;D;0;12;0;;
978;2020-S10;E;0;11;0;;
978;2020-S11;0;2;221;0;;
978;2020-S11;A;1;48;0;;
978;2020-S11;B;1;101;0;;
978;2020-S11;C;0;51;0;;
978;2020-S11;D;0;11;0;;
978;2020-S11;E;0;10;0;;
